ORDERNUMBER;QUANTITYORDERED;PRICEEACH;ORDERLINENUMBER;SALES;ORDERDATE;STATUS;QTR_ID;MONTH_ID;YEAR_ID;PRODUCTLINE;MSRP;PRODUCTCODE;CUSTOMERNAME;PHONE;ADDRESSLINE1;ADDRESSLINE2;CITY;STATE;POSTALCODE;COUNTRY;TERRITORY;CONTACTLASTNAME;CONTACTFIRSTNAME;DEALSIZE;REVENUE;MONTH
10281;25,0;99,29;10,0;2482,25;2004-08-19;Shipped;3,0;8,0;2004,0;Trucks and Buses;121,0;S18_4600;Diecast Classics Inc.;2155551555;7586 Pompton St.;;Allentown;PA;70267;USA;;Yu;Kyung;Small;2482,25;8
10291;48,0;100,0;5,0;5288,64;2004-09-08;Shipped;3,0;9,0;2004,0;Trucks and Buses;121,0;S18_4600;Scandinavian Gift Ideas;0695-34 6555;?kergatan 24;;Boras;;S-844 67;Sweden;EMEA;Larsson;Maria;Medium;4800,0;9
10305;22,0;99,29;14,0;2184,38;2004-10-13;Shipped;4,0;10,0;2004,0;Trucks and Buses;121,0;S18_4600;Marta's Replicas Co.;6175558555;39323 Spinnaker Dr.;;Cambridge;MA;51247;USA;;Hernandez;Marta;Small;2184,38;10
10313;28,0;100,0;8,0;2881,76;2004-10-22;Shipped;4,0;10,0;2004,0;Trucks and Buses;121,0;S18_4600;Canadian Gift Exchange Network;(604) 555-3392;1900 Oak St.;;Vancouver;BC;V3F 2K1;Canada;;Tannamuri;Yoshi;Small;2800,0;10
10357;28,0;100,0;2,0;3559,64;2004-12-10;Shipped;4,0;12,0;2004,0;Trucks and Buses;121,0;S18_4600;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Medium;2800,0;12
10382;39,0;100,0;1,0;4890,6;2005-02-17;Shipped;1,0;2,0;2005,0;Trucks and Buses;121,0;S18_4600;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Medium;3900,0;2
10411;46,0;100,0;3,0;5235,72;2005-05-01;Shipped;2,0;5,0;2005,0;Trucks and Buses;121,0;S18_4600;Quebec Home Shopping Network;(514) 555-8054;43 rue St. Laurent;;Montreal;Quebec;H1J 1C3;Canada;;Fresnisre;Jean;Medium;4600,0;5
10103;41,0;47,29;9,0;1938,89;2003-01-29;Shipped;1,0;1,0;2003,0;Vintage Cars;50,0;S18_4668;Baane Mini Imports;07-98 9555;Erling Skakkes gate 78;;Stavern;;4110;Norway;EMEA;Bergulfsen;Jonas;Small;1938,8899999999999;1
10113;50,0;49,81;3,0;2490,5;2003-03-26;Shipped;1,0;3,0;2003,0;Vintage Cars;50,0;S18_4668;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Small;2490,5;3
10140;29,0;43,27;9,0;1254,83;2003-07-24;Shipped;3,0;7,0;2003,0;Vintage Cars;50,0;S18_4668;Technics Stores Inc.;6505556809;9408 Furth Circle;;Burlingame;CA;94217;USA;;Hirano;Juri;Small;1254,8300000000002;7
10164;25,0;53,83;7,0;1345,75;2003-10-21;Resolved;4,0;10,0;2003,0;Vintage Cars;50,0;S18_4668;Mini Auto Werke;7675-3555;Kirchgasse 6;;Graz;;8010;Austria;EMEA;Mendel;Roland;Small;1345,75;10
10206;21,0;53,33;4,0;1119,93;2003-12-05;Shipped;4,0;12,0;2003,0;Vintage Cars;50,0;S18_4668;Canadian Gift Exchange Network;(604) 555-3392;1900 Oak St.;;Vancouver;BC;V3F 2K1;Canada;;Tannamuri;Yoshi;Small;1119,93;12
10215;46,0;45,28;1,0;2082,88;2004-01-29;Shipped;1,0;1,0;2004,0;Vintage Cars;50,0;S18_4668;West Coast Collectables Co.;3105553722;3675 Furth Circle;;Burbank;CA;94019;USA;;Thompson;Steve;Small;2082,88;1
10229;39,0;40,25;14,0;1569,75;2004-03-11;Shipped;1,0;3,0;2004,0;Vintage Cars;50,0;S18_4668;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Small;1569,75;3
10245;45,0;59,87;7,0;2694,15;2004-05-04;Shipped;2,0;5,0;2004,0;Vintage Cars;50,0;S18_4668;Super Scale Inc.;2035559545;567 North Pendale Street;;New Haven;CT;97823;USA;;Murphy;Leslie;Small;2694,15;5
10281;44,0;59,87;14,0;2634,28;2004-08-19;Shipped;3,0;8,0;2004,0;Vintage Cars;50,0;S18_4668;Diecast Classics Inc.;2155551555;7586 Pompton St.;;Allentown;PA;70267;USA;;Yu;Kyung;Small;2634,2799999999997;8
10291;29,0;51,82;9,0;1502,78;2004-09-08;Shipped;3,0;9,0;2004,0;Vintage Cars;50,0;S18_4668;Scandinavian Gift Ideas;0695-34 6555;?kergatan 24;;Boras;;S-844 67;Sweden;EMEA;Larsson;Maria;Small;1502,78;9
10312;39,0;56,85;1,0;2217,15;2004-10-21;Shipped;4,0;10,0;2004,0;Vintage Cars;50,0;S18_4668;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Small;2217,15;10
10324;38,0;100,0;6,0;6832,02;2004-11-05;Shipped;4,0;11,0;2004,0;Vintage Cars;50,0;S18_4668;Vitachrome Inc.;2125551500;2678 Kingston Rd.;Suite 101;NYC;NY;10022;USA;;Frick;Michael;Medium;3800,0;11
10333;24,0;79,86;8,0;1916,64;2004-11-18;Shipped;4,0;11,0;2004,0;Vintage Cars;50,0;S18_4668;Mini Wheels Co.;6505555787;5557 North Pendale Street;;San Francisco;CA;;USA;;Murphy;Julie;Small;1916,6399999999999;11
10382;39,0;100,0;2,0;7827,3;2005-02-17;Shipped;1,0;2,0;2005,0;Vintage Cars;50,0;S18_4668;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Large;3900,0;2
10411;35,0;59,87;7,0;2095,45;2005-05-01;Shipped;2,0;5,0;2005,0;Vintage Cars;50,0;S18_4668;Quebec Home Shopping Network;(514) 555-8054;43 rue St. Laurent;;Montreal;Quebec;H1J 1C3;Canada;;Fresnisre;Jean;Small;2095,45;5
10108;44,0;100,0;11,0;5565,12;2003-03-03;Shipped;1,0;3,0;2003,0;Classic Cars;148,0;S18_4721;Cruz & Sons Co.;+63 2 555 3587;15 McCallum Street - NatWest Center #13-03;;Makati City;;1227 MM;Philippines;Japan;Cruz;Arnold;Medium;4400,0;3
10135;31,0;100,0;12,0;4705,18;2003-07-02;Shipped;3,0;7,0;2003,0;Classic Cars;148,0;S18_4721;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Medium;3100,0;7
10146;29,0;100,0;1,0;4444,54;2003-09-03;Shipped;3,0;9,0;2003,0;Classic Cars;148,0;S18_4721;Gift Ideas Corp.;2035554407;2440 Pompton St.;;Glendale;CT;97561;USA;;Lewis;Dan;Medium;2900,0;9
10159;32,0;100,0;7,0;4618,88;2003-10-10;Shipped;4,0;10,0;2003,0;Classic Cars;148,0;S18_4721;Corporate Gift Ideas Co.;6505551386;7734 Strong St.;;San Francisco;CA;;USA;;Brown;Julie;Medium;3200,0;10
10238;44,0;100,0;8,0;6350,96;2004-04-09;Shipped;2,0;4,0;2004,0;Classic Cars;148,0;S18_4721;Danish Wholesale Imports;31 12 3555;Vinb'ltet 34;;Kobenhavn;;1734;Denmark;EMEA;Petersen;Jytte;Medium;4400,0;4
10264;20,0;100,0;2,0;2410,6;2004-06-30;Shipped;2,0;6,0;2004,0;Classic Cars;148,0;S18_4721;Gifts4AllAges.com;6175559555;8616 Spinnaker Dr.;;Boston;MA;51003;USA;;Yoshido;Juri;Small;2000,0;6
10276;48,0;100,0;8,0;5713,92;2004-08-02;Shipped;3,0;8,0;2004,0;Classic Cars;148,0;S18_4721;Online Mini Collectables;6175557555;7635 Spinnaker Dr.;;Brickhaven;MA;58339;USA;;Barajas;Miguel;Medium;4800,0;8
10319;45,0;100,0;3,0;7901,1;2004-11-03;Shipped;4,0;11,0;2004,0;Classic Cars;148,0;S18_4721;Microscale Inc.;2125551957;5290 North Pendale Street;Suite 200;NYC;NY;10022;USA;;Kuo;Kee;Large;4500,0;11
10330;50,0;100,0;4,0;6101,0;2004-11-16;Shipped;4,0;11,0;2004,0;Classic Cars;148,0;S18_4721;Cruz & Sons Co.;+63 2 555 3587;15 McCallum Street - NatWest Center #13-03;;Makati City;;1227 MM;Philippines;Japan;Cruz;Arnold;Medium;5000,0;11
10390;49,0;100,0;3,0;6862,94;2005-03-04;Shipped;1,0;3,0;2005,0;Classic Cars;148,0;S18_4721;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Medium;4900,0;3
10124;23,0;57,73;8,0;1327,79;2003-05-21;Shipped;2,0;5,0;2003,0;Classic Cars;71,0;S18_4933;Signal Gift Stores;7025551838;8489 Strong St.;;Las Vegas;NV;83030;USA;;King;Sue;Small;1327,79;5
10161;25,0;80,54;1,0;2013,5;2003-10-17;Shipped;4,0;10,0;2003,0;Classic Cars;71,0;S18_4933;Heintze Collectables;86 21 3555;Smagsloget 45;;Aaarhus;;8200;Denmark;EMEA;Ibsen;Palle;Small;2013,5000000000002;10
10173;39,0;71,98;15,0;2807,22;2003-11-05;Shipped;4,0;11,0;2003,0;Classic Cars;71,0;S18_4933;Rovelli Gifts;035-640555;Via Ludovico il Moro 22;;Bergamo;;24100;Italy;EMEA;Rovelli;Giovanni;Small;2807,2200000000003;11
10182;44,0;69,84;12,0;3072,96;2003-11-12;Shipped;4,0;11,0;2003,0;Classic Cars;71,0;S18_4933;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Medium;3072,96;11
10204;45,0;76,26;6,0;3431,7;2003-12-02;Shipped;4,0;12,0;2003,0;Classic Cars;71,0;S18_4933;Muscle Machine Inc;2125557413;4092 Furth Circle;Suite 400;NYC;NY;10022;USA;;Young;Jeff;Medium;3431,7000000000003;12
10267;36,0;75,55;1,0;2719,8;2004-07-07;Shipped;3,0;7,0;2004,0;Classic Cars;71,0;S18_4933;Muscle Machine Inc;2125557413;4092 Furth Circle;Suite 400;NYC;NY;10022;USA;;Young;Jeff;Small;2719,7999999999997;7
10288;23,0;73,41;7,0;1688,43;2004-09-01;Shipped;3,0;9,0;2004,0;Classic Cars;71,0;S18_4933;Handji Gifts& Co;+65 224 1555;Village Close - 106 Linden Road Sandown;2nd Floor;Singapore;;69045;Singapore;APAC;Victorino;Wendy;Small;1688,4299999999998;9
10367;44,0;85,25;9,0;3751,0;2005-01-12;Resolved;1,0;1,0;2005,0;Classic Cars;71,0;S18_4933;Toys4GrownUps.com;6265557265;78934 Hillside Dr.;;Pasadena;CA;90003;USA;;Young;Julie;Medium;3751,0;1
10407;66,0;66,99;4,0;4421,34;2005-04-22;On Hold;2,0;4,0;2005,0;Classic Cars;71,0;S18_4933;The Sharp Gifts Warehouse;4085553659;3086 Ingle Ln.;;San Jose;CA;94217;USA;;Frick;Sue;Medium;4421,339999999999;4
10124;22,0;77,9;12,0;1713,8;2003-05-21;Shipped;2,0;5,0;2003,0;Classic Cars;73,0;S24_1046;Signal Gift Stores;7025551838;8489 Strong St.;;Las Vegas;NV;83030;USA;;King;Sue;Small;1713,8000000000002;5
10161;37,0;72,76;5,0;2692,12;2003-10-17;Shipped;4,0;10,0;2003,0;Classic Cars;73,0;S24_1046;Heintze Collectables;86 21 3555;Smagsloget 45;;Aaarhus;;8200;Denmark;EMEA;Ibsen;Palle;Small;2692,1200000000003;10
10172;32,0;75,69;3,0;2422,08;2003-11-05;Shipped;4,0;11,0;2003,0;Classic Cars;73,0;S24_1046;Gift Depot Inc.;2035552570;25593 South Bay Ln.;;Bridgewater;CT;97562;USA;;King;Julie;Small;2422,08;11
10182;47,0;74,22;16,0;3488,34;2003-11-12;Shipped;4,0;11,0;2003,0;Classic Cars;73,0;S24_1046;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Medium;3488,34;11
10192;37,0;69,82;4,0;2583,34;2003-11-20;Shipped;4,0;11,0;2003,0;Classic Cars;73,0;S24_1046;Online Diecast Creations Co.;6035558647;2304 Long Airport Avenue;;Nashua;NH;62005;USA;;Young;Valarie;Small;2583,3399999999997;11
10204;20,0;62,47;10,0;1249,4;2003-12-02;Shipped;4,0;12,0;2003,0;Classic Cars;73,0;S24_1046;Muscle Machine Inc;2125557413;4092 Furth Circle;Suite 400;NYC;NY;10022;USA;;Young;Jeff;Small;1249,4;12
10226;21,0;60,26;1,0;1265,46;2004-02-26;Shipped;1,0;2,0;2004,0;Classic Cars;73,0;S24_1046;Collectable Mini Designs Co.;7605558146;361 Furth Circle;;San Diego;CA;91217;USA;;Thompson;Valarie;Small;1265,46;2
10267;40,0;80,1;5,0;3204,0;2004-07-07;Shipped;3,0;7,0;2004,0;Classic Cars;73,0;S24_1046;Muscle Machine Inc;2125557413;4092 Furth Circle;Suite 400;NYC;NY;10022;USA;;Young;Jeff;Medium;3204,0;7
10288;36,0;66,14;11,0;2381,04;2004-09-01;Shipped;3,0;9,0;2004,0;Classic Cars;73,0;S24_1046;Handji Gifts& Co;+65 224 1555;Village Close - 106 Linden Road Sandown;2nd Floor;Singapore;;69045;Singapore;APAC;Victorino;Wendy;Small;2381,04;9
10321;30,0;70,55;3,0;2116,5;2004-11-04;Shipped;4,0;11,0;2004,0;Classic Cars;73,0;S24_1046;FunGiftIdeas.com;5085552555;1785 First Street;;New Bedford;MA;50553;USA;;Benitez;Violeta;Small;2116,5;11
10367;21,0;60,37;10,0;1267,77;2005-01-12;Resolved;1,0;1,0;2005,0;Classic Cars;73,0;S24_1046;Toys4GrownUps.com;6265557265;78934 Hillside Dr.;;Pasadena;CA;90003;USA;;Young;Julie;Small;1267,77;1
10407;26,0;76,43;8,0;1987,18;2005-04-22;On Hold;2,0;4,0;2005,0;Classic Cars;73,0;S24_1046;The Sharp Gifts Warehouse;4085553659;3086 Ingle Ln.;;San Jose;CA;94217;USA;;Frick;Sue;Small;1987,1800000000003;4
10115;47,0;69,36;2,0;3259,92;2003-04-04;Shipped;2,0;4,0;2003,0;Classic Cars;57,0;S24_1444;Classic Legends Inc.;2125558493;5905 Pompton St.;Suite 750;NYC;NY;10022;USA;;Hernandez;Maria;Medium;3259,92;4
10127;20,0;60,69;8,0;1213,8;2003-06-03;Shipped;2,0;6,0;2003,0;Classic Cars;57,0;S24_1444;Muscle Machine Inc;2125557413;4092 Furth Circle;Suite 400;NYC;NY;10022;USA;;Young;Jeff;Small;1213,8;6
10176;27,0;68,78;8,0;1857,06;2003-11-06;Shipped;4,0;11,0;2003,0;Classic Cars;57,0;S24_1444;L'ordine Souveniers;0522-556555;Strada Provinciale 124;;Reggio Emilia;;42100;Italy;EMEA;Moroni;Maurizio;Small;1857,06;11
10195;44,0;66,47;3,0;2924,68;2003-11-25;Shipped;4,0;11,0;2003,0;Classic Cars;57,0;S24_1444;Mini Classics;9145554562;3758 North Pendale Street;;White Plains;NY;24067;USA;;Frick;Steve;Small;2924,68;11
10207;49,0;46,82;4,0;2294,18;2003-12-09;Shipped;4,0;12,0;2003,0;Classic Cars;57,0;S24_1444;Diecast Collectables;6175552555;6251 Ingle Ln.;;Boston;MA;51003;USA;;Franco;Valarie;Small;2294,18;12
10259;28,0;46,82;1,0;1310,96;2004-06-15;Shipped;2,0;6,0;2004,0;Classic Cars;57,0;S24_1444;Handji Gifts& Co;+65 224 1555;Village Close - 106 Linden Road Sandown;2nd Floor;Singapore;;69045;Singapore;APAC;Victorino;Wendy;Small;1310,96;6
10271;45,0;64,74;2,0;2913,3;2004-07-20;Shipped;3,0;7,0;2004,0;Classic Cars;57,0;S24_1444;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Small;2913,2999999999997;7
10282;29,0;46,82;11,0;1357,78;2004-08-20;Shipped;3,0;8,0;2004,0;Classic Cars;57,0;S24_1444;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Small;1357,78;8
10292;40,0;53,75;5,0;2150,0;2004-09-08;Shipped;3,0;9,0;2004,0;Classic Cars;57,0;S24_1444;Land of Toys Inc.;2125557818;897 Long Airport Avenue;;NYC;NY;10022;USA;;Yu;Kwai;Small;2150,0;9
10305;45,0;61,85;2,0;2783,25;2004-10-13;Shipped;4,0;10,0;2004,0;Classic Cars;57,0;S24_1444;Marta's Replicas Co.;6175558555;39323 Spinnaker Dr.;;Cambridge;MA;51247;USA;;Hernandez;Marta;Small;2783,25;10
10314;44,0;53,18;11,0;2339,92;2004-10-22;Shipped;4,0;10,0;2004,0;Classic Cars;57,0;S24_1444;Heintze Collectables;86 21 3555;Smagsloget 45;;Aaarhus;;8200;Denmark;EMEA;Ibsen;Palle;Small;2339,92;10
10324;25,0;69,16;14,0;1729,0;2004-11-05;Shipped;4,0;11,0;2004,0;Classic Cars;57,0;S24_1444;Vitachrome Inc.;2125551500;2678 Kingston Rd.;Suite 101;NYC;NY;10022;USA;;Frick;Michael;Small;1729,0;11
10349;48,0;47,4;4,0;2275,2;2004-12-01;Shipped;4,0;12,0;2004,0;Classic Cars;57,0;S24_1444;Muscle Machine Inc;2125557413;4092 Furth Circle;Suite 400;NYC;NY;10022;USA;;Young;Jeff;Small;2275,2;12
10371;25,0;97,27;12,0;2431,75;2005-01-23;Shipped;1,0;1,0;2005,0;Classic Cars;57,0;S24_1444;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Small;2431,75;1
10107;25,0;100,0;3,0;2845,75;2003-02-24;Shipped;1,0;2,0;2003,0;Motorcycles;112,0;S24_1578;Land of Toys Inc.;2125557818;897 Long Airport Avenue;;NYC;NY;10022;USA;;Yu;Kwai;Small;2500,0;2
10134;35,0;93,54;3,0;3273,9;2003-07-01;Shipped;3,0;7,0;2003,0;Motorcycles;112,0;S24_1578;Lyon Souveniers;+33 1 46 62 7555;27 rue du Colonel Pierre Avia;;Paris;;75508;France;EMEA;Da Cunha;Daniel;Medium;3273,9;7
10145;43,0;95,8;7,0;4119,4;2003-08-25;Shipped;3,0;8,0;2003,0;Motorcycles;112,0;S24_1578;Toys4GrownUps.com;6265557265;78934 Hillside Dr.;;Pasadena;CA;90003;USA;;Young;Julie;Medium;4119,4;8
10159;44,0;100,0;15,0;5355,68;2003-10-10;Shipped;4,0;10,0;2003,0;Motorcycles;112,0;S24_1578;Corporate Gift Ideas Co.;6505551386;7734 Strong St.;;San Francisco;CA;;USA;;Brown;Julie;Medium;4400,0;10
10168;50,0;100,0;2,0;5747,5;2003-10-28;Shipped;4,0;10,0;2003,0;Motorcycles;112,0;S24_1578;Technics Stores Inc.;6505556809;9408 Furth Circle;;Burlingame;CA;94217;USA;;Hirano;Juri;Medium;5000,0;10
10201;39,0;100,0;3,0;4351,23;2003-12-01;Shipped;4,0;12,0;2003,0;Motorcycles;112,0;S24_1578;Mini Wheels Co.;6505555787;5557 North Pendale Street;;San Francisco;CA;;USA;;Murphy;Julie;Medium;3900,0;12
10237;20,0;100,0;8,0;2299,0;2004-04-05;Shipped;2,0;4,0;2004,0;Motorcycles;112,0;S24_1578;Vitachrome Inc.;2125551500;2678 Kingston Rd.;Suite 101;NYC;NY;10022;USA;;Frick;Michael;Small;2000,0;4
10251;26,0;100,0;3,0;2637,18;2004-05-18;Shipped;2,0;5,0;2004,0;Motorcycles;112,0;S24_1578;Tekni Collectables Inc.;2015559350;7476 Moss Rd.;;Newark;NJ;94019;USA;;Brown;William;Small;2600,0;5
10263;42,0;100,0;3,0;4307,52;2004-06-28;Shipped;2,0;6,0;2004,0;Motorcycles;112,0;S24_1578;Gift Depot Inc.;2035552570;25593 South Bay Ln.;;Bridgewater;CT;97562;USA;;King;Julie;Medium;4200,0;6
10285;34,0;100,0;7,0;3716,88;2004-08-27;Shipped;3,0;8,0;2004,0;Motorcycles;112,0;S24_1578;Marta's Replicas Co.;6175558555;39323 Spinnaker Dr.;;Cambridge;MA;51247;USA;;Hernandez;Marta;Medium;3400,0;8
10309;21,0;100,0;6,0;2650,62;2004-10-15;Shipped;4,0;10,0;2004,0;Motorcycles;112,0;S24_1578;Baane Mini Imports;07-98 9555;Erling Skakkes gate 78;;Stavern;;4110;Norway;EMEA;Bergulfsen;Jonas;Small;2100,0;10
10318;48,0;100,0;2,0;6437,28;2004-11-02;Shipped;4,0;11,0;2004,0;Motorcycles;112,0;S24_1578;Diecast Classics Inc.;2155551555;7586 Pompton St.;;Allentown;PA;70267;USA;;Yu;Kyung;Medium;4800,0;11
10329;30,0;87,78;7,0;2633,4;2004-11-15;Shipped;4,0;11,0;2004,0;Motorcycles;112,0;S24_1578;Land of Toys Inc.;2125557818;897 Long Airport Avenue;;NYC;NY;10022;USA;;Yu;Kwai;Small;2633,4;11
10362;50,0;96,92;2,0;4846,0;2005-01-05;Shipped;1,0;1,0;2005,0;Motorcycles;112,0;S24_1578;Technics Stores Inc.;6505556809;9408 Furth Circle;;Burlingame;CA;94217;USA;;Hirano;Juri;Medium;4846,0;1
10389;45,0;100,0;1,0;4597,65;2005-03-03;Shipped;1,0;3,0;2005,0;Motorcycles;112,0;S24_1578;Scandinavian Gift Ideas;0695-34 6555;?kergatan 24;;Boras;;S-844 67;Sweden;EMEA;Larsson;Maria;Medium;4500,0;3
10137;26,0;49,81;1,0;1295,06;2003-07-10;Shipped;3,0;7,0;2003,0;Classic Cars;50,0;S24_1628;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;France;EMEA;Henriot;Paul;Small;1295,06;7
10161;23,0;53,33;7,0;1226,59;2003-10-17;Shipped;4,0;10,0;2003,0;Classic Cars;50,0;S24_1628;Heintze Collectables;86 21 3555;Smagsloget 45;;Aaarhus;;8200;Denmark;EMEA;Ibsen;Palle;Small;1226,59;10
10172;34,0;42,76;5,0;1453,84;2003-11-05;Shipped;4,0;11,0;2003,0;Classic Cars;50,0;S24_1628;Gift Depot Inc.;2035552570;25593 South Bay Ln.;;Bridgewater;CT;97562;USA;;King;Julie;Small;1453,84;11
10192;47,0;53,83;6,0;2530,01;2003-11-20;Shipped;4,0;11,0;2003,0;Classic Cars;50,0;S24_1628;Online Diecast Creations Co.;6035558647;2304 Long Airport Avenue;;Nashua;NH;62005;USA;;Young;Valarie;Small;2530,0099999999998;11
10204;45,0;49,81;12,0;2241,45;2003-12-02;Shipped;4,0;12,0;2003,0;Classic Cars;50,0;S24_1628;Muscle Machine Inc;2125557413;4092 Furth Circle;Suite 400;NYC;NY;10022;USA;;Young;Jeff;Small;2241,4500000000003;12
10226;36,0;43,27;3,0;1557,72;2004-02-26;Shipped;1,0;2,0;2004,0;Classic Cars;50,0;S24_1628;Collectable Mini Designs Co.;7605558146;361 Furth Circle;;San Diego;CA;91217;USA;;Thompson;Valarie;Small;1557,72;2
10266;28,0;48,3;1,0;1352,4;2004-07-06;Shipped;3,0;7,0;2004,0;Classic Cars;50,0;S24_1628;L'ordine Souveniers;0522-556555;Strada Provinciale 124;;Reggio Emilia;;42100;Italy;EMEA;Moroni;Maurizio;Small;1352,3999999999999;7
10278;35,0;45,28;1,0;1584,8;2004-08-06;Shipped;3,0;8,0;2004,0;Classic Cars;50,0;S24_1628;Signal Gift Stores;7025551838;8489 Strong St.;;Las Vegas;NV;83030;USA;;King;Sue;Small;1584,8;8
10288;50,0;52,32;13,0;2616,0;2004-09-01;Shipped;3,0;9,0;2004,0;Classic Cars;50,0;S24_1628;Handji Gifts& Co;+65 224 1555;Village Close - 106 Linden Road Sandown;2nd Floor;Singapore;;69045;Singapore;APAC;Victorino;Wendy;Small;2616,0;9
10321;48,0;42,26;5,0;2028,48;2004-11-04;Shipped;4,0;11,0;2004,0;Classic Cars;50,0;S24_1628;FunGiftIdeas.com;5085552555;1785 First Street;;New Bedford;MA;50553;USA;;Benitez;Violeta;Small;2028,48;11
10343;27,0;36,21;6,0;977,67;2004-11-24;Shipped;4,0;11,0;2004,0;Classic Cars;50,0;S24_1628;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;France;EMEA;Henriot;Paul;Small;977,6700000000001;11
10367;38,0;38,5;11,0;1463,0;2005-01-12;Resolved;1,0;1,0;2005,0;Classic Cars;50,0;S24_1628;Toys4GrownUps.com;6265557265;78934 Hillside Dr.;;Pasadena;CA;90003;USA;;Young;Julie;Small;1463,0;1
10407;64,0;40,25;10,0;2576,0;2005-04-22;On Hold;2,0;4,0;2005,0;Classic Cars;50,0;S24_1628;The Sharp Gifts Warehouse;4085553659;3086 Ingle Ln.;;San Jose;CA;94217;USA;;Frick;Sue;Small;2576,0;4
10106;28,0;88,63;4,0;2481,64;2003-02-17;Shipped;1,0;2,0;2003,0;Planes;109,0;S24_1785;Rovelli Gifts;035-640555;Via Ludovico il Moro 22;;Bergamo;;24100;Italy;EMEA;Rovelli;Giovanni;Small;2481,64;2
10145;40,0;87,54;16,0;3501,6;2003-08-25;Shipped;3,0;8,0;2003,0;Planes;109,0;S24_1785;Toys4GrownUps.com;6265557265;78934 Hillside Dr.;;Pasadena;CA;90003;USA;;Young;Julie;Medium;3501,6000000000004;8
10168;49,0;100,0;11,0;6433,7;2003-10-28;Shipped;4,0;10,0;2003,0;Planes;109,0;S24_1785;Technics Stores Inc.;6505556809;9408 Furth Circle;;Burlingame;CA;94217;USA;;Hirano;Juri;Medium;4900,0;10
10250;31,0;88,63;6,0;2747,53;2004-05-11;Shipped;2,0;5,0;2004,0;Planes;109,0;S24_1785;The Sharp Gifts Warehouse;4085553659;3086 Ingle Ln.;;San Jose;CA;94217;USA;;Frick;Sue;Small;2747,5299999999997;5
10308;31,0;100,0;9,0;3493,7;2004-10-15;Shipped;4,0;10,0;2004,0;Planes;109,0;S24_1785;Mini Classics;9145554562;3758 North Pendale Street;;White Plains;NY;24067;USA;;Frick;Steve;Medium;3100,0;10
10316;25,0;100,0;1,0;2872,25;2004-11-01;Shipped;4,0;11,0;2004,0;Planes;109,0;S24_1785;giftsbymail.co.uk;(198) 555-8888;Garden House Crowther Way;;Cowes;Isle of Wight;PO31 7PJ;UK;EMEA;Bennett;Helen;Small;2500,0;11
10328;47,0;87,54;14,0;4114,38;2004-11-12;Shipped;4,0;11,0;2004,0;Planes;109,0;S24_1785;Rovelli Gifts;035-640555;Via Ludovico il Moro 22;;Bergamo;;24100;Italy;EMEA;Rovelli;Giovanni;Medium;4114,38;11
10353;28,0;71,73;2,0;2008,44;2004-12-04;Shipped;4,0;12,0;2004,0;Planes;109,0;S24_1785;Gift Ideas Corp.;2035554407;2440 Pompton St.;;Glendale;CT;97561;USA;;Lewis;Dan;Small;2008,44;12
10398;43,0;100,0;16,0;5552,16;2005-03-30;Shipped;1,0;3,0;2005,0;Planes;109,0;S24_1785;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;France;EMEA;Henriot;Paul;Medium;4300,0;3
10401;38,0;96,29;5,0;3659,02;2005-04-03;On Hold;2,0;4,0;2005,0;Planes;109,0;S24_1785;Tekni Collectables Inc.;2015559350;7476 Moss Rd.;;Newark;NJ;94019;USA;;Brown;William;Medium;3659,0200000000004;4
10416;47,0;88,63;6,0;4165,61;2005-05-10;Shipped;2,0;5,0;2005,0;Planes;109,0;S24_1785;L'ordine Souveniers;0522-556555;Strada Provinciale 124;;Reggio Emilia;;42100;Italy;EMEA;Moroni;Maurizio;Medium;4165,61;5
